Simulation:,No Air Resistance
Trajectory,X,Y
Angle 55,27543.1404735769,16310.0911667571
Angle 55,27583.2908241215,16300.2038098573
Angle 55,27623.4411746661,16290.2184529576
Angle 55,27663.5915252107,16280.1350960578
Angle 55,27703.7418757552,16269.953739158
Angle 55,27743.8922262998,16259.6743822583
Angle 55,27784.0425768444,16249.2970253585
Angle 55,27824.1929273889,16238.8216684587
Angle 55,27864.3432779335,16228.2483115589
Angle 55,27904.4936284781,16217.5769546592
Angle 55,27944.6439790227,16206.8075977594
Angle 55,27984.7943295672,16195.9402408596
Angle 55,28024.9446801118,16184.9748839599
Angle 55,28065.0950306564,16173.9115270601
Angle 55,28105.245381201,16162.7501701603
Angle 55,28145.3957317455,16151.4908132605
Angle 55,28185.5460822901,16140.1334563608
Angle 55,28225.6964328347,16128.678099461
Angle 55,28265.8467833792,16117.1247425612
Angle 55,28305.9971339238,16105.4733856615
Angle 55,28346.1474844684,16093.7240287617
Angle 55,28386.297835013,16081.8766718619
Angle 55,28426.4481855575,16069.9313149621
Angle 55,28466.5985361021,16057.8879580624
Angle 55,28506.7488866467,16045.7466011626
Angle 55,28546.8992371913,16033.5072442628
Angle 55,28587.0495877358,16021.1698873631
Angle 55,28627.1999382804,16008.7345304633
Angle 55,28667.350288825,15996.2011735635
Angle 55,28707.5006393695,15983.5698166638
Angle 55,28747.6509899141,15970.840459764
Angle 55,28787.8013404587,15958.0131028642
Angle 55,28827.9516910033,15945.0877459644
Angle 55,28868.1020415478,15932.0643890647
Angle 55,28908.2523920924,15918.9430321649
Angle 55,28948.402742637,15905.7236752651
Angle 55,28988.5530931816,15892.4063183654
Angle 55,29028.7034437261,15878.9909614656
Angle 55,29068.8537942707,15865.4776045658
Angle 55,29109.0041448153,15851.866247666
Angle 55,29149.1544953598,15838.1568907663
Angle 55,29189.3048459044,15824.3495338665
Angle 55,29229.455196449,15810.4441769667
Angle 55,29269.6055469936,15796.440820067
Angle 55,29309.7558975381,15782.3394631672
Angle 55,29349.9062480827,15768.1401062674
Angle 55,29390.0565986273,15753.8427493676
Angle 55,29430.2069491719,15739.4473924679
Angle 55,29470.3572997164,15724.9540355681
Angle 55,29510.507650261,15710.3626786683
Angle 55,29550.6580008056,15695.6733217686
Angle 55,29590.8083513501,15680.8859648688
Angle 55,29630.9587018947,15666.000607969
Angle 55,29671.1090524393,15651.0172510692
Angle 55,29711.2594029839,15635.9358941695
Angle 55,29751.4097535284,15620.7565372697
Angle 55,29791.560104073,15605.4791803699
Angle 55,29831.7104546176,15590.1038234702
Angle 55,29871.8608051621,15574.6304665704
Angle 55,29912.0111557067,15559.0591096706
Angle 55,29952.1615062513,15543.3897527708
Angle 55,29992.3118567959,15527.6223958711
Angle 55,30032.4622073404,15511.7570389713
Angle 55,30072.612557885,15495.7936820715
Angle 55,30112.7629084296,15479.7323251718
Angle 55,30152.9132589742,15463.572968272
Angle 55,30193.0636095187,15447.3156113722
Angle 55,30233.2139600633,15430.9602544725
Angle 55,30273.3643106079,15414.5068975727
Angle 55,30313.5146611524,15397.9555406729
Angle 55,30353.665011697,15381.3061837731
Angle 55,30393.8153622416,15364.5588268734
Angle 55,30433.9657127862,15347.7134699736
Angle 55,30474.1160633307,15330.7701130738
Angle 55,30514.2664138753,15313.7287561741
Angle 55,30554.4167644199,15296.5893992743
Angle 55,30594.5671149645,15279.3520423745
Angle 55,30634.717465509,15262.0166854747
Angle 55,30674.8678160536,15244.583328575
Angle 55,30715.0181665982,15227.0519716752
Angle 55,30755.1685171427,15209.4226147754
Angle 55,30795.3188676873,15191.6952578757
Angle 55,30835.4692182319,15173.8699009759
Angle 55,30875.6195687765,15155.9465440761
Angle 55,30915.769919321,15137.9251871763
Angle 55,30955.9202698656,15119.8058302766
Angle 55,30996.0706204102,15101.5884733768
Angle 55,31036.2209709548,15083.273116477
Angle 55,31076.3713214993,15064.8597595773
Angle 55,31116.5216720439,15046.3484026775
Angle 55,31156.6720225885,15027.7390457777
Angle 55,31196.822373133,15009.0316888779
Angle 55,31236.9727236776,14990.2263319782
Angle 55,31277.1230742222,14971.3229750784
Angle 55,31317.2734247668,14952.3216181786
Angle 55,31357.4237753113,14933.2222612789
Angle 55,31397.5741258559,14914.0249043791
Angle 55,31437.7244764005,14894.7295474793
Angle 55,31477.8748269451,14875.3361905795
Angle 55,31518.0251774896,14855.8448336798
Angle 55,31558.1755280342,14836.25547678
Angle 55,31598.3258785788,14816.5681198802
Angle 55,31638.4762291233,14796.7827629805
Angle 55,31678.6265796679,14776.8994060807
Angle 55,31718.7769302125,14756.9180491809
Angle 55,31758.9272807571,14736.8386922812
Angle 55,31799.0776313016,14716.6613353814
Angle 55,31839.2279818462,14696.3859784816
Angle 55,31879.3783323908,14676.0126215818
Angle 55,31919.5286829354,14655.5412646821
Angle 55,31959.6790334799,14634.9719077823
Angle 55,31999.8293840245,14614.3045508825
Angle 55,32039.9797345691,14593.5391939828
Angle 55,32080.1300851136,14572.675837083
Angle 55,32120.2804356582,14551.7144801832
Angle 55,32160.4307862028,14530.6551232834
Angle 55,32200.5811367474,14509.4977663837
Angle 55,32240.7314872919,14488.2424094839
Angle 55,32280.8818378365,14466.8890525841
Angle 55,32321.0321883811,14445.4376956844
Angle 55,32361.1825389256,14423.8883387846
Angle 55,32401.3328894702,14402.2409818848
Angle 55,32441.4832400148,14380.495624985
Angle 55,32481.6335905594,14358.6522680853
Angle 55,32521.7839411039,14336.7109111855
Angle 55,32561.9342916485,14314.6715542857
Angle 55,32602.0846421931,14292.534197386
Angle 55,32642.2349927377,14270.2988404862
Angle 55,32682.3853432822,14247.9654835864
Angle 55,32722.5356938268,14225.5341266866
Angle 55,32762.6860443714,14203.0047697869
Angle 55,32802.8363949159,14180.3774128871
Angle 55,32842.9867454605,14157.6520559873
Angle 55,32883.1370960051,14134.8286990876
Angle 55,32923.2874465497,14111.9073421878
Angle 55,32963.4377970942,14088.887985288
Angle 55,33003.5881476388,14065.7706283882
Angle 55,33043.7384981834,14042.5552714885
Angle 55,33083.888848728,14019.2419145887
Angle 55,33124.0391992725,13995.8305576889
Angle 55,33164.1895498171,13972.3212007892
Angle 55,33204.3399003617,13948.7138438894
Angle 55,33244.4902509062,13925.0084869896
Angle 55,33284.6406014508,13901.2051300899
Angle 55,33324.7909519954,13877.3037731901
Angle 55,33364.94130254,13853.3044162903
Angle 55,33405.0916530845,13829.2070593905
Angle 55,33445.2420036291,13805.0117024908
Angle 55,33485.3923541737,13780.718345591
Angle 55,33525.5427047183,13756.3269886912
Angle 55,33565.6930552628,13731.8376317915
Angle 55,33605.8434058074,13707.2502748917
Angle 55,33645.993756352,13682.5649179919
Angle 55,33686.1441068965,13657.7815610921
Angle 55,33726.2944574411,13632.9002041924
Angle 55,33766.4448079857,13607.9208472926
Angle 55,33806.5951585303,13582.8434903928
Angle 55,33846.7455090748,13557.6681334931
Angle 55,33886.8958596194,13532.3947765933
Angle 55,33927.046210164,13507.0234196935
Angle 55,33967.1965607086,13481.5540627938
Angle 55,34007.3469112531,13455.986705894
Angle 55,34047.4972617977,13430.3213489942
Angle 55,34087.6476123423,13404.5579920944
Angle 55,34127.7979628868,13378.6966351947
Angle 55,34167.9483134314,13352.7372782949
Angle 55,34208.098663976,13326.6799213951
Angle 55,34248.2490145206,13300.5245644954
Angle 55,34288.3993650651,13274.2712075956
Angle 55,34328.5497156097,13247.9198506958
Angle 55,34368.7000661543,13221.470493796
Angle 55,34408.8504166989,13194.9231368963
Angle 55,34449.0007672434,13168.2777799965
Angle 55,34489.151117788,13141.5344230967
Angle 55,34529.3014683326,13114.693066197
Angle 55,34569.4518188771,13087.7537092972
Angle 55,34609.6021694217,13060.7163523974
Angle 55,34649.7525199663,13033.5809954976
Angle 55,34689.9028705109,13006.3476385979
Angle 55,34730.0532210554,12979.0162816981
Angle 55,34770.2035716,12951.5869247983
Angle 55,34810.3539221446,12924.0595678986
Angle 55,34850.5042726891,12896.4342109988
Angle 55,34890.6546232337,12868.710854099
Angle 55,34930.8049737783,12840.8894971992
Angle 55,34970.9553243229,12812.9701402995
Angle 55,35011.1056748674,12784.9527833997
Angle 55,35051.256025412,12756.8374264999
Angle 55,35091.4063759566,12728.6240696002
Angle 55,35131.5567265012,12700.3127127004
Angle 55,35171.7070770457,12671.9033558006
Angle 55,35211.8574275903,12643.3959989009
Angle 55,35252.0077781349,12614.7906420011
Angle 55,35292.1581286794,12586.0872851013
Angle 55,35332.308479224,12557.2859282015
Angle 55,35372.4588297686,12528.3865713018
Angle 55,35412.6091803132,12499.389214402
Angle 55,35452.7595308577,12470.2938575022
Angle 55,35492.9098814023,12441.1005006025
Angle 55,35533.0602319469,12411.8091437027
Angle 55,35573.2105824915,12382.4197868029
Angle 55,35613.360933036,12352.9324299031
Angle 55,35653.5112835806,12323.3470730034
Angle 55,35693.6616341252,12293.6637161036
Angle 55,35733.8119846697,12263.8823592038
Angle 55,35773.9623352143,12234.0030023041
Angle 55,35814.1126857589,12204.0256454043
Angle 55,35854.2630363035,12173.9502885045
Angle 55,35894.413386848,12143.7769316047
Angle 55,35934.5637373926,12113.505574705
Angle 55,35974.7140879372,12083.1362178052
Angle 55,36014.8644384818,12052.6688609054
Angle 55,36055.0147890263,12022.1035040057
Angle 55,36095.1651395709,11991.4401471059
Angle 55,36135.3154901155,11960.6787902061
Angle 55,36175.46584066,11929.8194333063
Angle 55,36215.6161912046,11898.8620764066
Angle 55,36255.7665417492,11867.8067195068
Angle 55,36295.9168922938,11836.653362607
Angle 55,36336.0672428383,11805.4020057073
Angle 55,36376.2175933829,11774.0526488075
Angle 55,36416.3679439275,11742.6052919077
Angle 55,36456.5182944721,11711.0599350079
Angle 55,36496.6686450166,11679.4165781082
Angle 55,36536.8189955612,11647.6752212084
Angle 55,36576.9693461058,11615.8358643086
Angle 55,36617.1196966503,11583.8985074089
Angle 55,36657.2700471949,11551.8631505091
Angle 55,36697.4203977395,11519.7297936093
Angle 55,36737.5707482841,11487.4984367096
Angle 55,36777.7210988286,11455.1690798098
Angle 55,36817.8714493732,11422.74172291
Angle 55,36858.0217999178,11390.2163660102
Angle 55,36898.1721504623,11357.5930091105
Angle 55,36938.3225010069,11324.8716522107
Angle 55,36978.4728515515,11292.0522953109
Angle 55,37018.6232020961,11259.1349384112
Angle 55,37058.7735526406,11226.1195815114
Angle 55,37098.9239031852,11193.0062246116
Angle 55,37139.0742537298,11159.7948677118
Angle 55,37179.2246042744,11126.4855108121
Angle 55,37219.3749548189,11093.0781539123
Angle 55,37259.5253053635,11059.5727970125
Angle 55,37299.6756559081,11025.9694401128
Angle 55,37339.8260064526,10992.268083213
Angle 55,37379.9763569972,10958.4687263132
Angle 55,37420.1267075418,10924.5713694134
Angle 55,37460.2770580864,10890.5760125137
Angle 55,37500.4274086309,10856.4826556139
Angle 55,37540.5777591755,10822.2912987141
Angle 55,37580.7281097201,10788.0019418144
Angle 55,37620.8784602647,10753.6145849146
Angle 55,37661.0288108092,10719.1292280148
Angle 55,37701.1791613538,10684.545871115
Angle 55,37741.3295118984,10649.8645142153
Angle 55,37781.4798624429,10615.0851573155
Angle 55,37821.6302129875,10580.2078004157
Angle 55,37861.7805635321,10545.232443516
Angle 55,37901.9309140767,10510.1590866162
Angle 55,37942.0812646212,10474.9877297164
Angle 55,37982.2316151658,10439.7183728166
Angle 55,38022.3819657104,10404.3510159169
Angle 55,38062.532316255,10368.8856590171
Angle 55,38102.6826667995,10333.3223021173
Angle 55,38142.8330173441,10297.6609452176
Angle 55,38182.9833678887,10261.9015883178
Angle 55,38223.1337184332,10226.044231418
Angle 55,38263.2840689778,10190.0888745182
Angle 55,38303.4344195224,10154.0355176185
Angle 55,38343.584770067,10117.8841607187
Angle 55,38383.7351206115,10081.6348038189
Angle 55,38423.8854711561,10045.2874469192
Angle 55,38464.0358217007,10008.8420900194
Angle 55,38504.1861722453,9972.29873311963
Angle 55,38544.3365227898,9935.65737621986
Angle 55,38584.4868733344,9898.91801932008
Angle 55,38624.637223879,9862.08066242031
Angle 55,38664.7875744235,9825.14530552054
Angle 55,38704.9379249681,9788.11194862077
Angle 55,38745.0882755127,9750.980591721
Angle 55,38785.2386260573,9713.75123482123
Angle 55,38825.3889766018,9676.42387792146
Angle 55,38865.5393271464,9638.99852102169
Angle 55,38905.689677691,9601.47516412192
Angle 55,38945.8400282356,9563.85380722214
Angle 55,38985.9903787801,9526.13445032237
Angle 55,39026.1407293247,9488.3170934226
Angle 55,39066.2910798693,9450.40173652283
Angle 55,39106.4414304138,9412.38837962306
Angle 55,39146.5917809584,9374.27702272329
Angle 55,39186.742131503,9336.06766582351
Angle 55,39226.8924820476,9297.76030892374
Angle 55,39267.0428325921,9259.35495202397
Angle 55,39307.1931831367,9220.8515951242
Angle 55,39347.3435336813,9182.25023822443
Angle 55,39387.4938842258,9143.55088132466
Angle 55,39427.6442347704,9104.75352442488
Angle 55,39467.794585315,9065.85816752511
Angle 55,39507.9449358596,9026.86481062534
Angle 55,39548.0952864041,8987.77345372557
Angle 55,39588.2456369487,8948.5840968258
Angle 55,39628.3959874933,8909.29673992603
Angle 55,39668.5463380379,8869.91138302626
Angle 55,39708.6966885824,8830.42802612649
Angle 55,39748.847039127,8790.84666922672
Angle 55,39788.9973896716,8751.16731232694
Angle 55,39829.1477402161,8711.38995542717
Angle 55,39869.2980907607,8671.5145985274
Angle 55,39909.4484413053,8631.54124162763
Angle 55,39949.5987918499,8591.46988472786
Angle 55,39989.7491423944,8551.30052782809
Angle 55,40029.899492939,8511.03317092832
Angle 55,40070.0498434836,8470.66781402855
Angle 55,40110.2001940282,8430.20445712878
Angle 55,40150.3505445727,8389.64310022901
Angle 55,40190.5008951173,8348.98374332924
Angle 55,40230.6512456619,8308.22638642947
Angle 55,40270.8015962064,8267.3710295297
Angle 55,40310.951946751,8226.41767262993
Angle 55,40351.1022972956,8185.36631573016
Angle 55,40391.2526478402,8144.21695883038
Angle 55,40431.4029983847,8102.96960193061
Angle 55,40471.5533489293,8061.62424503084
Angle 55,40511.7036994739,8020.18088813107
Angle 55,40551.8540500185,7978.6395312313
Angle 55,40592.004400563,7937.00017433153
Angle 55,40632.1547511076,7895.26281743176
Angle 55,40672.3051016522,7853.42746053199
Angle 55,40712.4554521967,7811.49410363222
Angle 55,40752.6058027413,7769.46274673245
Angle 55,40792.7561532859,7727.33338983267
Angle 55,40832.9065038305,7685.1060329329
Angle 55,40873.056854375,7642.78067603313
Angle 55,40913.2072049196,7600.35731913336
Angle 55,40953.3575554642,7557.83596223359
Angle 55,40993.5079060088,7515.21660533382
Angle 55,41033.6582565533,7472.49924843404
Angle 55,41073.8086070979,7429.68389153427
Angle 55,41113.9589576425,7386.7705346345
Angle 55,41154.109308187,7343.75917773473
Angle 55,41194.2596587316,7300.64982083496
Angle 55,41234.4100092762,7257.44246393519
Angle 55,41274.5603598208,7214.13710703542
Angle 55,41314.7107103653,7170.73375013565
Angle 55,41354.8610609099,7127.23239323588
Angle 55,41395.0114114545,7083.6330363361
Angle 55,41435.1617619991,7039.93567943633
Angle 55,41475.3121125436,6996.14032253656
Angle 55,41515.4624630882,6952.24696563679
Angle 55,41555.6128136328,6908.25560873702
Angle 55,41595.7631641773,6864.16625183725
Angle 55,41635.9135147219,6819.97889493748
Angle 55,41676.0638652665,6775.69353803771
Angle 55,41716.2142158111,6731.31018113793
Angle 55,41756.3645663556,6686.82882423816
Angle 55,41796.5149169002,6642.24946733839
Angle 55,41836.6652674448,6597.57211043862
Angle 55,41876.8156179893,6552.79675353885
Angle 55,41916.9659685339,6507.92339663908
Angle 55,41957.1163190785,6462.95203973931
Angle 55,41997.2666696231,6417.88268283953
Angle 55,42037.4170201676,6372.71532593976
Angle 55,42077.5673707122,6327.44996903999
Angle 55,42117.7177212568,6282.08661214022
Angle 55,42157.8680718014,6236.62525524045
Angle 55,42198.0184223459,6191.06589834068
Angle 55,42238.1687728905,6145.40854144091
Angle 55,42278.3191234351,6099.65318454114
Angle 55,42318.4694739796,6053.79982764137
Angle 55,42358.6198245242,6007.84847074159
Angle 55,42398.7701750688,5961.79911384182
Angle 55,42438.9205256134,5915.65175694205
Angle 55,42479.0708761579,5869.40640004228
Angle 55,42519.2212267025,5823.06304314251
Angle 55,42559.3715772471,5776.62168624274
Angle 55,42599.5219277917,5730.08232934296
Angle 55,42639.6722783362,5683.44497244319
Angle 55,42679.8226288808,5636.70961554342
Angle 55,42719.9729794254,5589.87625864365
Angle 55,42760.1233299699,5542.94490174388
Angle 55,42800.2736805145,5495.91554484411
Angle 55,42840.4240310591,5448.78818794434
Angle 55,42880.5743816037,5401.56283104457
Angle 55,42920.7247321482,5354.23947414479
Angle 55,42960.8750826928,5306.81811724502
Angle 55,43001.0254332374,5259.29876034525
Angle 55,43041.175783782,5211.68140344548
Angle 55,43081.3261343265,5163.96604654571
Angle 55,43121.4764848711,5116.15268964594
Angle 55,43161.6268354157,5068.24133274617
Angle 55,43201.7771859602,5020.2319758464
Angle 55,43241.9275365048,4972.12461894662
Angle 55,43282.0778870494,4923.91926204685
Angle 55,43322.228237594,4875.61590514708
Angle 55,43362.3785881385,4827.21454824731
Angle 55,43402.5289386831,4778.71519134754
Angle 55,43442.6792892277,4730.11783444777
Angle 55,43482.8296397723,4681.422477548
Angle 55,43522.9799903168,4632.62912064822
Angle 55,43563.1303408614,4583.73776374845
Angle 55,43603.280691406,4534.74840684868
Angle 55,43643.4310419505,4485.66104994891
Angle 55,43683.5813924951,4436.47569304914
Angle 55,43723.7317430397,4387.19233614937
Angle 55,43763.8820935843,4337.8109792496
Angle 55,43804.0324441288,4288.33162234983
Angle 55,43844.1827946734,4238.75426545005
Angle 55,43884.333145218,4189.07890855028
Angle 55,43924.4834957626,4139.30555165051
Angle 55,43964.6338463071,4089.43419475074
Angle 55,44004.7841968517,4039.46483785097
Angle 55,44044.9345473963,3989.3974809512
Angle 55,44085.0848979408,3939.23212405143
Angle 55,44125.2352484854,3888.96876715166
